experiment_id,context_setting,sample_id,official_task_name,task_key,prompt_hash,context_length_tokens,method_name,method_family,compression_ratio,retained_budget,selection_rule,full_correct,compressed_correct,full_score,compressed_score,score_drop,extracted_answer_full,extracted_answer_compressed,reference_answer,evidence_presence_label,cue_integrity_label,long_range_retrieval_label,exact_token_fidelity_label,answer_format_alignment_label,evidence_presence_score,cue_integrity_score,long_range_retrieval_score,exact_token_fidelity_score,answer_format_alignment_score,logit_stability_demand_score,attention_accessibility_demand_score,logit_component_delta_NLL_score,logit_component_KL_score,logit_component_TopK_score,model_revision,retention_metric_schema,retention_semantics,failure_signature,ERR_slot_value,ERR_slot_status,ECov_slot_value,ECov_slot_status,delta_NLL_value,delta_NLL_status,delta_NLL_reason,KL_value,KL_status,KL_reason,TopK_value,TopK_status,TopK_reason,EAR_value,EAR_status,EAR_reason
ruler8k_kvdench_qwen3_8b,8k,cwe_000094,cwe,ruler_common_words_extraction,bef0115dfa05e560,8169,StreamingLLMPress,recency_attention_sink_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,measly,editing,"['measly', 'editing', 'cutlet', 'strait', 'fiesta', 'cinder', 'rush', 'faint', 'tickle', 'transformation']",3,3,3,3,3,3,3,3,3,3,0.0,3,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.0,available,0.0,available,-0.0004480207960568805,available,,0.0008209252821984592,available,,0.9333333333333332,available,,0.0,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000094,cwe,ruler_common_words_extraction,bef0115dfa05e560,8169,TOVAPress,last_query_attention_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.8,0.19999999999999996,measly,measly,"['measly', 'editing', 'cutlet', 'strait', 'fiesta', 'cinder', 'rush', 'faint', 'tickle', 'transformation']",3,3,3,3,3,3,3,3,3,3,0.0,1,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.3385416666666667,available,0.4777777777777778,available,0.003341344650825029,available,,0.0025366136381030913,available,,0.9199999999999999,available,,0.1959422362652262,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000094,cwe,ruler_common_words_extraction,bef0115dfa05e560,8169,TOVAPress,last_query_attention_pruning,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,measly,measly,"['measly', 'editing', 'cutlet', 'strait', 'fiesta', 'cinder', 'rush', 'faint', 'tickle', 'transformation']",3,3,3,3,3,3,3,3,3,3,0.0,1,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.6267361111111112,available,0.7666666666666667,available,0.002405074890702963,available,,0.0015427737910870636,available,,0.9666666666666667,available,,0.1802037647704539,available,
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000094,cwe,ruler_common_words_extraction,bef0115dfa05e560,8169,ThinKPress,key_channel_pruning,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.0,1.0,measly,,"['measly', 'editing', 'cutlet', 'strait', 'fiesta', 'cinder', 'rush', 'faint', 'tickle', 'transformation']",3,3,3,3,3,3,3,3,3,3,3.0,1,3,3,3,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,all_positions_structurally_preserved,conflicting_retained_signals,1.0,available,1.0,available,8.892414721505096,available,,9.054908752441406,available,,0.3666666666666667,available,,0.44807073151321664,available,
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000094,cwe,ruler_common_words_extraction,bef0115dfa05e560,8169,ThinKPress,key_channel_pruning,0.25,0.75,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,measly,measly,"['measly', 'editing', 'cutlet', 'strait', 'fiesta', 'cinder', 'rush', 'faint', 'tickle', 'transformation']",3,3,3,3,3,3,3,3,3,3,0.0,0,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,all_positions_structurally_preserved,decode_scorer_candidate,1.0,available,1.0,available,-0.00031354433546493254,available,,0.00032106119609961087,available,,0.9333333333333332,available,,1.1202320386484748,available,
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000095,cwe,ruler_common_words_extraction,4023dfcfdae68df5,7956,AdaKVPress,adaptive_headwise_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,accompanist,compete,"['accompanist', 'compete', 'syndrome', 'pathway', 'feng', 'architect', 'clear', 'sensibility', 'age', 'extension']",3,3,3,3,3,3,3,3,3,3,1.0,,1,1,1,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.2621527777777778,available,0.26979166666666665,available,1.604774885500622,available,,1.5871469179789226,available,,0.7600000000000001,available,,,unavailable,N/A: no valid diagnostic trace for this method/run
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000095,cwe,ruler_common_words_extraction,4023dfcfdae68df5,7956,AdaKVPress,adaptive_headwise_pruning,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,accompanist,compete,"['accompanist', 'compete', 'syndrome', 'pathway', 'feng', 'architect', 'clear', 'sensibility', 'age', 'extension']",3,3,3,3,3,3,3,3,3,3,0.667,,1,1,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.5310019841269841,available,0.5371527777777778,available,0.04567044781121421,available,,0.03702057062946551,available,,0.9333333333333332,available,,,unavailable,N/A: no valid diagnostic trace for this method/run
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000095,cwe,ruler_common_words_extraction,4023dfcfdae68df5,7956,ChunkKVPress_Knorm,chunk_semantic_preservation,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.2,0.8,accompanist,clear,"['accompanist', 'compete', 'syndrome', 'pathway', 'feng', 'architect', 'clear', 'sensibility', 'age', 'extension']",3,3,3,3,3,3,3,3,3,3,1.0,,1,1,1,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.42063492063492064,available,0.42777777777777776,available,0.36027417300905107,available,,0.34330830924833816,available,,0.82,available,,,unavailable,N/A: no valid diagnostic trace for this method/run
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000095,cwe,ruler_common_words_extraction,4023dfcfdae68df5,7956,ChunkKVPress_Knorm,chunk_semantic_preservation,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,accompanist,compete,"['accompanist', 'compete', 'syndrome', 'pathway', 'feng', 'architect', 'clear', 'sensibility', 'age', 'extension']",3,3,3,3,3,3,3,3,3,3,0.667,,1,1,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.5972222222222222,available,0.5944444444444444,available,0.04733140044982065,available,,0.038002399431813196,available,,0.8533333333333334,available,,,unavailable,N/A: no valid diagnostic trace for this method/run
ruler8k_kvdench_qwen3_8b,8k,cwe_000095,cwe,ruler_common_words_extraction,4023dfcfdae68df5,7956,KeyDiffPress,key_space_signal_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,accompanist,compete,"['accompanist', 'compete', 'syndrome', 'pathway', 'feng', 'architect', 'clear', 'sensibility', 'age', 'extension']",3,3,3,3,3,3,3,3,3,3,1.0,1,1,1,1,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.6808035714285715,available,0.7177083333333333,available,0.11448419403147181,available,,0.08385435087317698,available,,0.8333333333333334,available,,0.18387760108489062,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000095,cwe,ruler_common_words_extraction,4023dfcfdae68df5,7956,QuantizedCache,hf_kv_cache_quantization,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.1,0.9,accompanist,feng,"['accompanist', 'compete', 'syndrome', 'pathway', 'feng', 'architect', 'clear', 'sensibility', 'age', 'extension']",3,3,3,3,3,3,3,3,3,3,2.667,1,3,3,2,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,all_positions_structurally_preserved,high_coverage_likelihood_drift,1.0,available,1.0,available,3.2981271377455714,available,,3.3477232257525125,available,,0.6066666666666667,available,,0.6237314518655683,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000095,cwe,ruler_common_words_extraction,4023dfcfdae68df5,7956,SnapKVPress,attention_observation_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,accompanist,compete,"['accompanist', 'compete', 'syndrome', 'pathway', 'feng', 'architect', 'clear', 'sensibility', 'age', 'extension']",3,3,3,3,3,3,3,3,3,3,1.0,2,1,1,1,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.26165674603174605,available,0.2701388888888889,available,0.6981781752160714,available,,1.25189205010732,available,,0.7733333333333333,available,,0.034867966142752796,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000095,cwe,ruler_common_words_extraction,4023dfcfdae68df5,7956,SnapKVPress,attention_observation_pruning,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,accompanist,compete,"['accompanist', 'compete', 'syndrome', 'pathway', 'feng', 'architect', 'clear', 'sensibility', 'age', 'extension']",3,3,3,3,3,3,3,3,3,3,0.333,2,1,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.5505952380952381,available,0.5631944444444444,available,0.027183872929072095,available,,0.020297210634453222,available,,0.9199999999999999,available,,0.03996860952195482,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000095,cwe,ruler_common_words_extraction,4023dfcfdae68df5,7956,SnapKVPress,attention_observation_pruning,0.25,0.75,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,accompanist,compete,"['accompanist', 'compete', 'syndrome', 'pathway', 'feng', 'architect', 'clear', 'sensibility', 'age', 'extension']",3,3,3,3,3,3,3,3,3,3,0.0,2,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.7904265873015873,available,0.7965277777777777,available,0.0009572763560754538,available,,5.265488759202223e-05,available,,0.9733333333333333,available,,0.038914610303328406,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000095,cwe,ruler_common_words_extraction,4023dfcfdae68df5,7956,StreamingLLMPress,recency_attention_sink_pruning,0.25,0.75,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,accompanist,accompanist,"['accompanist', 'compete', 'syndrome', 'pathway', 'feng', 'architect', 'clear', 'sensibility', 'age', 'extension']",3,3,3,3,3,3,3,3,3,3,0.0,3,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.0,available,0.0,available,-0.0028301104127113064,available,,0.0035020966337443817,available,,0.9533333333333333,available,,0.0,available,
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000095,cwe,ruler_common_words_extraction,4023dfcfdae68df5,7956,ThinKPress,key_channel_pruning,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.0,1.0,accompanist,,"['accompanist', 'compete', 'syndrome', 'pathway', 'feng', 'architect', 'clear', 'sensibility', 'age', 'extension']",3,3,3,3,3,3,3,3,3,3,3.0,1,3,3,3,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,all_positions_structurally_preserved,conflicting_retained_signals,1.0,available,1.0,available,16.58791348648583,available,,16.529250462849934,available,,0.3666666666666667,available,,0.1997397276391729,available,
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000097,cwe,ruler_common_words_extraction,77979add39bd4580,7884,ChunkKVPress_Knorm,chunk_semantic_preservation,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.2,0.8,clothe,metal,"['clothe', 'smiling', 'metal', 'croissant', 'caravan', 'envious', 'handful', 'nightgown', 'weave', 'advocacy']",3,3,3,3,3,3,3,3,3,3,1.333,,0,3,1,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.39629629629629626,available,0.375,available,-3.112778652459383,available,,4.944389820098877,available,,0.73,available,,,unavailable,N/A: no valid diagnostic trace for this method/run
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000097,cwe,ruler_common_words_extraction,77979add39bd4580,7884,ChunkKVPress_Knorm,chunk_semantic_preservation,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,clothe,clothe,"['clothe', 'smiling', 'metal', 'croissant', 'caravan', 'envious', 'handful', 'nightgown', 'weave', 'advocacy']",3,3,3,3,3,3,3,3,3,3,1.333,,0,3,1,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.5333333333333333,available,0.5222222222222223,available,-3.150027754018083,available,,7.0146965980529785,available,,0.72,available,,,unavailable,N/A: no valid diagnostic trace for this method/run
ruler8k_kvdench_qwen3_8b,8k,cwe_000097,cwe,ruler_common_words_extraction,77979add39bd4580,7884,KeyDiffPress,key_space_signal_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,clothe,clothe,"['clothe', 'smiling', 'metal', 'croissant', 'caravan', 'envious', 'handful', 'nightgown', 'weave', 'advocacy']",3,3,3,3,3,3,3,3,3,3,0.333,1,0,1,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.6719907407407407,available,0.7204861111111112,available,-0.6250581741333008,available,,1.299621343612671,available,,0.89,available,,0.2214495895444306,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000097,cwe,ruler_common_words_extraction,77979add39bd4580,7884,QuantizedCache,hf_kv_cache_quantization,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.2,0.8,clothe,nightgown,"['clothe', 'smiling', 'metal', 'croissant', 'caravan', 'envious', 'handful', 'nightgown', 'weave', 'advocacy']",3,3,3,3,3,3,3,3,3,3,2.333,1,2,3,2,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,all_positions_structurally_preserved,conflicting_retained_signals,1.0,available,1.0,available,2.6795759201049805,available,,7.11257266998291,available,,0.63,available,,0.390366175645308,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000097,cwe,ruler_common_words_extraction,77979add39bd4580,7884,SnapKVPress,attention_observation_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.8,0.19999999999999996,clothe,smiling,"['clothe', 'smiling', 'metal', 'croissant', 'caravan', 'envious', 'handful', 'nightgown', 'weave', 'advocacy']",3,3,3,3,3,3,3,3,3,3,0.667,2,1,1,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.26203703703703707,available,0.26666666666666666,available,1.030961036682129,available,,0.11020682752132416,available,,0.88,available,,0.04005253997700607,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000097,cwe,ruler_common_words_extraction,77979add39bd4580,7884,StreamingLLMPress,recency_attention_sink_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,clothe,clothe,"['clothe', 'smiling', 'metal', 'croissant', 'caravan', 'envious', 'handful', 'nightgown', 'weave', 'advocacy']",3,3,3,3,3,3,3,3,3,3,0.667,3,1,1,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.0,available,0.0,available,1.3171768188476562,available,,0.05112258344888687,available,,0.9,available,,0.0,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000097,cwe,ruler_common_words_extraction,77979add39bd4580,7884,TOVAPress,last_query_attention_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,clothe,smiling,"['clothe', 'smiling', 'metal', 'croissant', 'caravan', 'envious', 'handful', 'nightgown', 'weave', 'advocacy']",3,3,3,3,3,3,3,3,3,3,0.667,1,1,1,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.45370370370370366,available,0.5361111111111111,available,0.9768857955932617,available,,0.09401358664035797,available,,0.86,available,,0.2740287524652305,available,
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000097,cwe,ruler_common_words_extraction,77979add39bd4580,7884,ThinKPress,key_channel_pruning,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.0,1.0,clothe,,"['clothe', 'smiling', 'metal', 'croissant', 'caravan', 'envious', 'handful', 'nightgown', 'weave', 'advocacy']",3,3,3,3,3,3,3,3,3,3,3.0,1,3,3,3,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,all_positions_structurally_preserved,conflicting_retained_signals,1.0,available,1.0,available,6.864908218383789,available,,9.972411155700684,available,,0.52,available,,0.3494700429621227,available,
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000098,cwe,ruler_common_words_extraction,f26a8af0c02a01f8,8033,AdaKVPress,adaptive_headwise_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,compliance,compliance,"['compliance', 'coupon', 'mouser', 'awake', 'jack', 'omnivore', 'lox', 'pith', 'nuke', 'cart']",3,3,3,3,3,3,3,3,3,3,0.0,,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.2443576388888889,available,0.22256944444444443,available,0.018167249858379364,available,,0.006010920740664005,available,,0.97,available,,,unavailable,N/A: no valid diagnostic trace for this method/run
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000098,cwe,ruler_common_words_extraction,f26a8af0c02a01f8,8033,ChunkKVPress_Knorm,chunk_semantic_preservation,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.2,0.8,compliance,omnivore,"['compliance', 'coupon', 'mouser', 'awake', 'jack', 'omnivore', 'lox', 'pith', 'nuke', 'cart']",3,3,3,3,3,3,3,3,3,3,1.0,,1,1,1,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.3958333333333333,available,0.3527777777777778,available,0.9121843948960304,available,,0.8679932355880737,available,,0.8200000000000001,available,,,unavailable,N/A: no valid diagnostic trace for this method/run
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000098,cwe,ruler_common_words_extraction,f26a8af0c02a01f8,8033,ChunkKVPress_Knorm,chunk_semantic_preservation,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,compliance,compliance,"['compliance', 'coupon', 'mouser', 'awake', 'jack', 'omnivore', 'lox', 'pith', 'nuke', 'cart']",3,3,3,3,3,3,3,3,3,3,0.0,,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.5833333333333334,available,0.55,available,0.016259867697954178,available,,0.018087666481733322,available,,0.9299999999999999,available,,,unavailable,N/A: no valid diagnostic trace for this method/run
ruler8k_kvdench_qwen3_8b,8k,cwe_000098,cwe,ruler_common_words_extraction,f26a8af0c02a01f8,8033,QuantizedCache,hf_kv_cache_quantization,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.1,0.9,compliance,nuke,"['compliance', 'coupon', 'mouser', 'awake', 'jack', 'omnivore', 'lox', 'pith', 'nuke', 'cart']",3,3,3,3,3,3,3,3,3,3,2.667,1,3,3,2,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,all_positions_structurally_preserved,high_coverage_likelihood_drift,1.0,available,1.0,available,4.045946218073368,available,,4.012702465057373,available,,0.6,available,,0.6618048408273834,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000098,cwe,ruler_common_words_extraction,f26a8af0c02a01f8,8033,StreamingLLMPress,recency_attention_sink_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,compliance,coupon,"['compliance', 'coupon', 'mouser', 'awake', 'jack', 'omnivore', 'lox', 'pith', 'nuke', 'cart']",3,3,3,3,3,3,3,3,3,3,0.667,3,1,1,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.0,available,0.0,available,0.11195575445890427,available,,0.09781698137521744,available,,0.88,available,,0.0,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000098,cwe,ruler_common_words_extraction,f26a8af0c02a01f8,8033,TOVAPress,last_query_attention_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.7,0.30000000000000004,compliance,compliance,"['compliance', 'coupon', 'mouser', 'awake', 'jack', 'omnivore', 'lox', 'pith', 'nuke', 'cart']",3,3,3,3,3,3,3,3,3,3,0.0,1,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.4809027777777778,available,0.55,available,-0.01000303030014038,available,,0.0018853662768378854,available,,0.98,available,,0.2824736434632086,available,
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000098,cwe,ruler_common_words_extraction,f26a8af0c02a01f8,8033,ThinKPress,key_channel_pruning,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.0,1.0,compliance,,"['compliance', 'coupon', 'mouser', 'awake', 'jack', 'omnivore', 'lox', 'pith', 'nuke', 'cart']",3,3,3,3,3,3,3,3,3,3,2.667,1,3,3,2,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,all_positions_structurally_preserved,conflicting_retained_signals,1.0,available,1.0,available,8.9012366309762,available,,8.806878089904785,available,,0.5700000000000001,available,,0.35297504083764514,available,
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000099,cwe,ruler_common_words_extraction,bbf46e56576ac62c,8040,AdaKVPress,adaptive_headwise_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,dip,dip,"['dip', 'student', 'mineral', 'bibliography', 'huge', 'interviewer', 'improvement', 'hourglass', 'unusual', 'observation']",3,3,3,3,3,3,3,3,3,3,0.667,,1,1,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.2638888888888889,available,0.26458333333333334,available,0.9344825893640518,available,,0.5339571237564087,available,,0.96,available,,,unavailable,N/A: no valid diagnostic trace for this method/run
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000099,cwe,ruler_common_words_extraction,bbf46e56576ac62c,8040,ChunkKVPress_Knorm,chunk_semantic_preservation,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.5,0.5,dip,student,"['dip', 'student', 'mineral', 'bibliography', 'huge', 'interviewer', 'improvement', 'hourglass', 'unusual', 'observation']",3,3,3,3,3,3,3,3,3,3,2.333,,3,3,1,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,low_slot_coverage,0.3207070707070707,available,0.3138888888888889,available,4.68898631632328,available,,3.313429594039917,available,,0.78,available,,,unavailable,N/A: no valid diagnostic trace for this method/run
phase2_ruler_qwen3_8b_kvpress053_no_system,8k,cwe_000099,cwe,ruler_common_words_extraction,bbf46e56576ac62c,8040,ChunkKVPress_Knorm,chunk_semantic_preservation,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.9,0.09999999999999998,dip,dip,"['dip', 'student', 'mineral', 'bibliography', 'huge', 'interviewer', 'improvement', 'hourglass', 'unusual', 'observation']",3,3,3,3,3,3,3,3,3,3,2.0,,3,2,1,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.5530303030303031,available,0.55,available,3.7829263359308243,available,,2.654057264328003,available,,0.8200000000000001,available,,,unavailable,N/A: no valid diagnostic trace for this method/run
ruler8k_kvdench_qwen3_8b,8k,cwe_000099,cwe,ruler_common_words_extraction,bbf46e56576ac62c,8040,KeyDiffPress,key_space_signal_pruning,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.7,0.30000000000000004,dip,dip,"['dip', 'student', 'mineral', 'bibliography', 'huge', 'interviewer', 'improvement', 'hourglass', 'unusual', 'observation']",3,3,3,3,3,3,3,3,3,3,0.667,1,1,1,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.6597222222222222,available,0.6722222222222223,available,1.1652443557977676,available,,0.8151340484619141,available,,0.86,available,,0.19569543669834982,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000099,cwe,ruler_common_words_extraction,bbf46e56576ac62c,8040,KeyDiffPress,key_space_signal_pruning,0.5,0.5,full_correct_true_compressed_correct_false,True,False,1.0,0.8,0.19999999999999996,dip,dip,"['dip', 'student', 'mineral', 'bibliography', 'huge', 'interviewer', 'improvement', 'hourglass', 'unusual', 'observation']",3,3,3,3,3,3,3,3,3,3,0.0,1,0,0,0,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,per_layer_per_kv_head_original_position_mapping,partial_slot_coverage,0.856060606060606,available,0.8604166666666667,available,-0.025751158595085144,available,,0.02784903161227703,available,,0.9199999999999999,available,,0.17056565115700623,available,
ruler8k_kvdench_qwen3_8b,8k,cwe_000099,cwe,ruler_common_words_extraction,bbf46e56576ac62c,8040,QuantizedCache,hf_kv_cache_quantization,0.75,0.25,full_correct_true_compressed_correct_false,True,False,1.0,0.8,0.19999999999999996,dip,dip,"['dip', 'student', 'mineral', 'bibliography', 'huge', 'interviewer', 'improvement', 'hourglass', 'unusual', 'observation']",3,3,3,3,3,3,3,3,3,3,1.0,0,1,1,1,b968826d9c46dd6066d109eabc6255188de91218,kvbench.slot_ecov.v1,all_positions_structurally_preserved,ambiguous,1.0,available,1.0,available,0.6929801255464554,available,,0.433716356754303,available,,0.8,available,,0.9955850685019467,available,
